gameId,name,type,minBet,status,platform,screenOrientation,product,jackpotStatus,codeBase,vip,seasonal,mechanics,skinOf,theme,optionGameTicketFile,storeRawTicket,ticketLegacyFile,ticketTag,internalProgressiveJackpots,externalProgressiveJackpots,defaultBetLevels,branded,skinOfPoolsOverride,isGAB,isPFG,isPFB
9524,Northern Buffalo Fortune - Gen2,slot,0.15,draft,igaming,vertical,pfh-edgelabs,true,gen2,false,,,,,,,,,false,true,"1,2,3,4,5,6,8,10,12,16,20,24,32,40,50,100,200,300,400,500,600,800,950,1000,2000,2500,2800",,false,true,true,true
